Number,FileName,Valence,Arousal,SocialEngagement,Time,Behavior,Gender,Age,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,zcr,rms,spectral_centroid
46,Aster_observeneighbor_1902,1.75,1,2.05,1902,observe,M,1.5,-370.1350403,60.61486053,16.75517845,29.20018578,8.364242554,15.82738209,-3.013251543,4.246094227,17.54802322,12.23924923,1.991964579,8.154090881,12.91005802,143.0314484,63.570755,18.01101875,30.25205994,11.42158413,11.6556015,18.55518723,9.67056942,18.12952614,13.91900826,13.97460175,24.00135612,12.74473763,0.384374708,0.550254345,0.592299521,0.487027943,0.407481432,0.403792948,0.37251088,0.393241495,0.522063375,0.48108089,0.422897071,0.404432535,0.168806487,0.030084649,2990.438617
47,Aster_observinghuman_1324,0.1,1.1,-0.45,1324,observehuman,M,1.5,-471.5272522,11.27200985,14.70181656,53.26659393,16.89382935,9.315776825,-7.312856674,8.134703636,17.97836876,3.860504627,-5.552083015,9.270259857,4.373263836,156.5493011,99.65480804,34.00759888,31.88528252,11.77900124,16.96696472,25.58346176,13.25874043,21.49395752,17.91282845,18.3338089,19.85022354,15.91807652,0.264222056,0.375130773,0.557526886,0.420773923,0.431715548,0.449431628,0.313156873,0.255273908,0.350094169,0.358034521,0.27465418,0.275696814,0.211475861,0.031517789,3030.242439
48,Aster_refusestogivefoodtofizzy_1517,-0.25,2.1,-0.2,1517,refusetofeedmate,M,1.5,-357.3739014,-37.17133331,-6.194042206,57.55241013,-0.818210244,11.31274033,-2.658410788,2.648339272,16.43512344,8.503659248,-8.317351341,5.845956326,-1.077055693,124.533699,71.4801712,24.89836693,25.91168594,13.13847256,23.54309464,12.77822971,18.73913193,12.70765686,18.76160622,20.328125,15.27919197,11.722579,0.639790773,0.519523025,0.526274264,0.429282069,0.352272421,0.27066642,0.276246101,0.286617666,0.258754075,0.239455357,0.269249737,0.505627751,0.328301791,0.043268934,4463.136443
49,Aster_respondtocallreadytofly_1331,4.25,4,4.35,1331,respondcall,M,1.5,-388.9836121,-4.632947922,6.311012745,51.59778214,-21.68413162,27.4321785,20.42161369,-11.38643742,20.31268311,10.53680038,4.523828506,7.084177971,1.541216731,78.63395691,68.4264679,39.16900635,22.04696274,24.85923195,13.51399326,9.476376534,14.88000965,18.423069,14.39771652,12.56128311,13.46388626,8.109152794,0.658482134,0.665050805,0.514585078,0.363639235,0.238483131,0.23719959,0.275192231,0.313678473,0.27885893,0.224820092,0.214893118,0.271741807,0.274724787,0.049548734,3712.473191
50,Aster_sayingtoherself_1507,0.75,1,0.65,1507,talkingtoherself,M,1.5,-408.5389099,23.60060501,-11.71718502,37.14749908,-0.542745173,14.26419258,19.98910141,17.64538765,-2.198331833,4.26275301,0.717513442,-2.71984911,14.39747906,143.5045471,78.64459229,29.14825439,29.21614838,24.46104431,7.399735451,11.80537415,13.12937164,8.466983795,9.120504379,7.963344097,12.12061501,13.80800629,0.347980082,0.393929988,0.268853694,0.269052804,0.312875241,0.342279851,0.358415574,0.455312639,0.497926682,0.572722018,0.598600745,0.401173294,0.223999023,0.029531429,3225.510946
51,Aster_scaredwhenhumanputsonglove_1500,-3.05,4,-4.35,1500,scaredofsomething,M,1.5,-416.4232788,36.7289505,20.51612663,32.31061172,-7.239424706,21.03574944,-5.248812675,19.76495361,6.897576809,-3.382068157,9.671923637,-0.184288636,5.131147861,147.1877136,100.8808289,17.88435936,30.74334717,20.72190094,24.77350616,18.37961578,11.96894455,11.99293041,9.715620041,9.388233185,11.57359219,12.65178204,0.293129563,0.337338328,0.406172603,0.359188199,0.34300667,0.396455228,0.474812895,0.711397648,0.69534862,0.530249536,0.365888268,0.298490942,0.274205852,0.032570295,3477.524095
52,Aster_sleepy_2005,-0.6,3.6,0,2005,sleepy,M,1.5,-180.698288,148.2366943,-3.788116932,30.33563423,14.22453308,14.97547722,2.298618317,14.72475338,2.062288046,-8.281370163,0.768058896,0.853633344,0.91491425,58.52281189,44.52846527,14.76301861,12.67998695,7.381878376,6.765380383,6.197619438,10.15296268,6.532729149,11.47812843,10.09918976,6.936881542,9.062066078,0.531084597,0.492398173,0.555949509,0.624646902,0.625183284,0.633720636,0.701684296,0.619457543,0.595724165,0.533658981,0.446812034,0.48673752,0.055294152,0.111574568,1382.665869
53,Aster_stretchinggreeting_1331,1.95,2.2,1.55,1331,greeting,M,1.5,-411.0311279,65.73210144,3.608128071,50.94929504,12.25059986,11.82948494,-8.905005455,5.186944485,23.69918251,5.7987113,-6.202492714,11.42710972,-4.045012474,135.7962646,117.9118271,17.08201981,38.49929047,17.3350563,7.392096996,18.64236641,7.568313599,14.23265076,9.984962463,14.01311684,11.29686546,8.28878212,0.371601701,0.403931916,0.562036097,0.541351616,0.322888583,0.136997268,0.185880274,0.566747725,0.616877377,0.203712553,0.150938213,0.246948302,0.171830611,0.035319343,2434.304945
54,Aster_talkingtofizzy_1339,3.95,2.2,4.35,1339,conversation,M,1.5,-375.1294556,39.60493088,6.828914642,51.44205475,-1.852460384,17.96238899,-1.392067671,-9.031659126,10.7815609,10.15744019,-7.330524921,-4.249693871,10.57444382,124.915329,90.44983673,22.10825539,26.18034172,20.49433708,20.10453415,15.35184765,12.79618263,10.40217209,19.61237335,12.75811958,11.87689018,14.55986977,0.505939603,0.394637465,0.437741071,0.339356363,0.309921563,0.445479125,0.521880865,0.355603278,0.34213385,0.35916242,0.514490247,0.57199651,0.206752232,0.030467769,3064.273718
55,Aster_talkingtofizzy_1341,3.95,2.2,4.35,1341,conversation,M,1.5,-409.9420166,-16.9553299,-17.13146782,74.35276794,16.53320694,2.662113667,4.407927513,0.617425203,18.10052299,13.86455441,-32.98010635,20.57815552,-1.163337469,139.082962,100.2732544,34.39983749,44.63136292,15.25114441,13.78953171,20.27275467,13.7815485,19.84278107,18.71542931,31.61399841,31.1069603,12.66001797,0.742910445,0.475340933,0.484503448,0.283242792,0.261622638,0.283067107,0.300116628,0.351048976,0.366991699,0.310539603,0.333404839,0.471073717,0.226174094,0.060082182,3316.539037
56,Aster_talkingtofizzy_1351,3.95,2.2,4.35,1351,conversation,M,1.5,-364.1477661,33.95251846,11.8388052,49.06193542,-8.585983276,18.09329033,12.97908878,-9.124046326,-0.124232292,8.779630661,-7.093696594,-8.852766991,18.78706551,98.44796753,71.58491516,11.57907677,27.41205788,14.2456255,16.47774506,11.08729935,7.401981831,13.7786417,12.45384979,10.8083353,14.60461712,13.67099094,0.427935302,0.354570717,0.314634115,0.319517255,0.324477434,0.335710794,0.391063899,0.396674246,0.428835005,0.667232096,0.484508157,0.42116043,0.208684748,0.046818499,3349.369117
57,Aster_talkingtofizzy_1529,3.95,2.2,4.35,1529,talkmate,M,1.5,-426.9830017,45.89401245,3.941050053,51.5175209,-4.376286983,19.04238892,15.01043797,7.457827568,11.93839073,19.04882622,-9.346384048,-5.709907055,8.381588936,119.9225616,71.95488739,33.33880997,27.76484108,27.6210556,21.75663185,12.41495132,10.2682972,10.95343018,17.72234154,16.69692802,18.67211914,11.80544472,0.295131743,0.253254294,0.269624412,0.295861423,0.330957592,0.399142027,0.51585561,0.456693113,0.469381154,0.434312165,0.514468253,0.448036432,0.22251295,0.026955808,3029.661689
58,Aster_talkingtofizzy_1648,3.95,2.2,4.35,1648,conversation,M,1.5,-484.6597595,3.841974974,29.94745636,51.45844269,17.25429916,18.29148674,-5.655389309,12.28186607,30.52548409,-0.805030584,-11.71548939,19.65402412,-2.736893177,156.4020996,96.70880127,24.11498642,26.32377243,7.929392338,14.02389908,25.3031044,12.41560268,19.21913338,13.84714317,18.81632614,17.81215477,12.69824028,0.38336271,0.747183084,0.734677434,0.49842152,0.385243773,0.316102117,0.29355678,0.321137488,0.340003937,0.299968898,0.279137343,0.281983942,0.211751302,0.029990051,3030.403587
59,Aster_talkingtohimself_1350,0.75,1,0.65,1350,selftalk,M,1.5,-394.5579224,16.74356842,14.97397137,59.12591553,-11.63161659,10.69089699,10.15436935,0.170877054,-2.937402248,4.394369125,-8.639722824,0.442604065,4.515123367,122.7914658,88.47934723,23.75240326,35.24906158,14.78950596,9.899058342,11.83205795,8.474399567,5.075940609,8.610248566,11.7807436,5.53015089,6.391423225,0.462520808,0.285272002,0.263867497,0.323550284,0.268213868,0.318985343,0.47481367,0.412182301,0.352991253,0.328025699,0.462015539,0.776735902,0.232077859,0.038096763,3485.821452
60,Aster_talkingtohimself_1531,0.75,1,0.65,1531,selftalk,M,1.5,-418.9416199,-30.27231598,7.969522476,84.90441895,-3.13595438,9.932659149,15.54850483,7.574290752,-1.020045042,11.64163494,4.147633553,-4.440197945,6.391091824,152.4020081,97.97354889,30.19116402,40.81021118,18.08083344,12.72744751,9.803714752,16.678442,6.693612099,12.05018711,13.2609539,7.372598648,12.59039879,0.238744691,0.262923926,0.21831511,0.163186148,0.200342998,0.353164643,0.615888655,0.541747153,0.285627782,0.630769372,0.736140192,0.344280928,0.24235396,0.061145011,3380.594863
61,Aster_talkingtohuman_1323,0.85,2.1,0.2,1323,talkhuman,M,1.5,-502.3950195,4.125273228,39.55939102,68.12312317,-8.432681084,16.36843109,17.13052177,-1.346500278,7.807363987,22.26511955,-7.836520195,2.346987724,-4.634430885,159.4106445,82.64415741,15.08858967,40.34631729,23.51402283,7.342642784,9.184296608,13.61039925,7.562314034,18.08496284,13.59417248,6.054799557,8.21333313,0.502907813,0.45705089,0.367862701,0.364418685,0.359126538,0.301324636,0.238048062,0.229105011,0.227042824,0.333153218,0.608293533,0.538907349,0.190696023,0.034446213,2905.359782
62,Aster_talktomate_1346,3.95,2.2,4.35,1346,talkmate,M,1.5,-340.3718262,9.865184784,-23.97066498,65.80934906,0.570994258,-8.356977463,4.59579277,9.324831009,-1.101371884,5.128405571,-20.3354969,9.876353264,14.25746441,130.3096924,100.6096954,26.44273949,40.66109085,17.62801933,11.1678896,19.7800312,10.34860516,11.54515743,12.7431488,12.28388214,11.74517918,8.766439438,0.57756567,0.464113563,0.389620125,0.276255041,0.276563883,0.261980027,0.326084912,0.344015002,0.548640072,0.554459274,0.604433477,0.557713032,0.22901348,0.060490314,3174.49335
63,Aster_tellingfizzytogowithhim_1348,4.1,3.1,4.35,1348,invite,M,1.5,-329.5010071,-30.12447929,-2.646881342,73.3842926,1.358280659,10.01149464,9.68642807,6.321026802,21.19774628,-5.095620155,-9.963247299,16.20185471,-0.453689903,102.4170456,93.48603058,41.5901947,25.32332039,18.25431824,13.00551414,14.68643284,9.484889984,13.32069492,15.10424423,9.493222237,14.60880661,12.94307613,0.644792497,0.632509053,0.530668497,0.322296202,0.283163309,0.35395062,0.378063083,0.324543089,0.313113391,0.341962546,0.585048735,0.625657558,0.278331163,0.057817765,3916.335486
64,Aster_wantattention_1905,1,3,0.2,1905,attention,M,1.5,-407.2705383,4.718849182,16.31558609,62.39105988,-15.14470482,14.11399746,9.349869728,-1.203729391,17.39439201,12.94643307,-10.97360611,10.04733658,-1.257926822,110.1043472,91.94549561,11.85581589,24.46170425,22.14977264,8.608115196,12.86215496,12.19858551,11.13651562,10.24217701,10.74505711,9.903279305,9.151323318,0.533826649,0.729011536,0.394565403,0.22875154,0.265103757,0.331284493,0.381108761,0.449266165,0.430018365,0.315142602,0.25654152,0.44084549,0.246961806,0.046869926,3513.544165
65,Aster_wantattentionbutnottoomuch_1534,0.5,2,-0.1,1534,attention,M,1.5,-338.9168396,19.38202477,18.27842522,68.91592407,15.13238811,12.17648697,-3.252864361,11.76394749,16.58616638,-0.516418993,1.792909622,6.939279556,-7.751094341,127.7648621,96.62747192,16.46102524,31.77682495,14.16240311,6.907709122,16.48005486,16.2088871,10.76487446,9.703242302,14.76530838,7.959755898,8.139853477,0.690078318,0.574906051,0.540599167,0.403051496,0.323718697,0.34524709,0.380605727,0.490818888,0.424138486,0.314636946,0.285660595,0.393044233,0.220865885,0.052345287,3140.804811
66,Aster_wantfoodwhenhumanapproaches_0910,1,3,0.2,910,wantfoodfromhuman,M,1.5,-359.5409241,-9.704391479,14.10647202,65.95033264,-20.0539608,13.2734127,12.97079563,3.535097599,-7.922691822,15.87587547,-6.574583054,-5.916196823,12.6562109,107.8781357,75.88217163,24.66618729,24.18878365,18.87693214,15.21811867,12.04923916,8.961890221,8.950768471,11.52168465,8.744096756,13.07222843,5.885021687,0.21994181,0.248449519,0.159767136,0.128694057,0.136356369,0.260437667,0.434099495,0.354431033,0.459682018,0.530066371,0.706001759,0.310333014,0.285023082,0.047139574,3910.104937
67,Aster_wanttoeat_2003,1.5,2,1.3,2003,wanttoeat,M,1.5,-415.8001099,80.5291748,20.08523941,36.46214676,15.59747124,18.72942352,-4.7219944,15.6611042,4.432330608,-3.703582048,6.74244976,5.806921959,6.500308514,96.97426605,85.90843964,21.04224396,27.12453461,13.10411739,10.3075428,9.378808022,11.88758564,9.736065865,11.62701416,10.25163078,8.677811623,7.965102196,0.538978398,0.4978275,0.450722814,0.576110065,0.59059912,0.50148952,0.456522256,0.632056475,0.663040161,0.499968976,0.488243848,0.443070084,0.126067171,0.018767556,2382.923567
68,Aster_wanttogetout_1320,2.75,4,2.25,1320,wantout,M,1.5,-443.2691345,8.910089493,45.88179016,41.42758942,-11.4549551,41.1759491,-15.55252457,21.5261879,8.829791069,-2.850978613,12.11565399,-8.230965614,13.48285007,144.6621094,74.90811157,26.5942173,24.02610016,28.31900215,27.70744324,20.44132042,15.7985363,12.32087994,9.685173988,10.87853622,13.1604538,11.85641193,0.259532958,0.343636513,0.374117583,0.374713302,0.336234331,0.368501157,0.572785437,0.792261481,0.644026637,0.359968305,0.236605525,0.225910395,0.341706453,0.038456224,4347.388272
69,Aster_warnmate_1326,0.05,3.9,-0.2,1326,warn,M,1.5,-395.1118774,17.56295204,24.80848694,68.71838379,-8.470705986,8.828486443,-2.22869873,-9.018187523,14.53606892,7.70887804,-6.71409893,6.335553169,3.879475117,133.4819031,89.54340363,25.7076416,42.25326157,22.15918541,11.64170265,18.91122246,10.70415878,10.12887955,7.967338085,13.72525597,12.27898121,5.782762051,0.550808489,0.392010152,0.353423238,0.344853103,0.3650949,0.336703598,0.35392338,0.33805874,0.242152154,0.461244047,0.605645537,0.367146909,0.221159562,0.046477225,3275.507034
70,Bobby_alarm_1455,-0.45,3.9,-0.9,1455,alarm,M,1.5,-230.1828613,60.66846848,7.236848831,26.77654076,-9.099409103,16.83076668,-11.34113121,9.516397476,7.51927948,2.630797625,-2.062912226,5.683492661,12.26135349,108.4117126,49.17465591,17.60198021,15.3071413,20.70009804,19.22517776,17.54764175,18.99738693,18.97320366,11.28355026,24.96729851,20.96327019,10.39207172,0.584790528,0.528371036,0.437286705,0.283813357,0.237110764,0.291317135,0.50015521,0.490483284,0.342736661,0.31042701,0.358844489,0.490180433,0.227974002,0.059734005,3248.108326
71,Bobby_alittlealert_1536,0.9,1.9,0.65,1536,alert,M,1.5,-392.131958,12.96757412,30.47914886,45.7505722,-26.37738228,45.94055939,-12.94468403,15.07074451,13.54224014,4.029447556,17.09544754,-10.36889553,11.885952,119.8471909,54.64381409,40.7931366,12.46854973,36.10339355,28.26831245,22.63552666,22.85959816,12.7594099,28.40462303,17.30646324,12.11580276,10.75188732,0.16217491,0.17219308,0.164025173,0.208053455,0.38125959,0.504126847,0.578155279,0.586726725,0.425664216,0.243776381,0.270379037,0.200535029,0.358582428,0.047344506,4531.97625
72,Bobby_alittleexcitedcall_1325,2.75,3,2.65,1325,excitedcall,M,1.5,-332.9630432,27.72223282,19.71878815,57.05878067,4.091802597,23.39336586,13.53331375,6.14402914,6.76547575,18.68323898,3.490940809,13.11034107,13.88128662,132.5806274,83.64794159,13.06303692,30.78386688,19.28972054,7.02859211,13.32545662,7.932938576,14.08329391,11.48612404,6.926451206,9.573644638,5.812903881,0.592969477,0.46649316,0.374509335,0.327598631,0.346409738,0.375344753,0.44603923,0.504295945,0.492970824,0.528674364,0.66323173,0.702158809,0.174295628,0.048067622,3060.343163
73,Bobby_alittlescaredwarning_1350,-0.6,3,-0.9,1350,warning,M,1.5,-355.4318848,18.34454727,29.54421616,53.01329422,-31.56797028,38.49985123,-14.52951145,0.197423637,11.08668804,-12.77068424,0.286480367,-4.657709122,19.15114212,101.3817749,70.22476959,15.85355186,25.69886589,22.55621147,24.97031212,16.29039764,11.41162395,14.42666721,11.02826881,16.77991486,16.88138771,10.53360271,0.505008638,0.427470714,0.384710401,0.211911663,0.217860743,0.384955555,0.608525276,0.594298661,0.298139691,0.178510949,0.350969642,0.562641561,0.330472906,0.046215337,4188.236889
74,Bobby_alone_1525,0,0,0,1525,alone,M,1.5,-312.0097656,63.65522766,-29.84465408,47.3663063,19.64260101,16.41981697,-2.277258873,3.764433861,2.736379862,14.17110348,-8.08836937,-12.52237797,4.849043846,88.26437378,52.35352707,18.04011345,12.61323452,14.14283848,6.413591862,12.62373543,10.29375267,7.277068615,14.238554,7.17143774,15.11682892,5.749695301,0.359400839,0.326090425,0.31763804,0.350211948,0.357302815,0.331842095,0.393035203,0.465188771,0.686443686,0.745124459,0.643680453,0.555212677,0.147261186,0.041168761,2518.95361
75,Bobby_call_1337,1.05,2.8,0.65,1337,call,M,1.5,-438.647644,-23.45058823,-5.382091522,70.64566803,-16.28440857,3.902239561,11.6999855,0.883929789,7.403793335,15.60861206,-16.36285019,10.43594933,4.657111168,151.0164337,70.89329529,15.16253853,37.20724106,12.49205589,8.503520966,11.54351139,6.825853825,7.566242218,8.901053429,10.45764637,7.7291255,5.662026882,0.690580785,0.272144526,0.225263283,0.221167371,0.140507087,0.092236958,0.104068294,0.140897959,0.192196265,0.411169589,0.543356061,0.932749033,0.351745605,0.038319413,4490.450422
76,Bobby_callandresponse_1521,2.4,2.9,2.35,1521,callresponse,M,1.5,-383.3692017,-34.79658508,15.06120205,71.11226654,-9.492624283,13.77509308,2.206292868,0.006959714,28.12758636,-0.585827649,-16.00748062,13.38184357,-0.045606162,142.3790741,93.34295654,26.39791298,39.67690659,26.38833618,16.1677475,18.31103134,11.51282501,20.45494461,13.48450279,18.5915966,24.59050751,7.200053692,0.530154765,0.399663568,0.395395696,0.360521495,0.259905249,0.228533939,0.226208493,0.220161438,0.271350265,0.358774811,0.449680924,0.522403657,0.277253803,0.066982396,3760.948431
77,Bobby_callforresponse_1401,2.4,2.9,2.35,1401,callresponse,M,1.5,-423.3164978,33.76137924,7.741204262,47.47595596,-2.7825284,10.90268326,2.216829538,-1.843912959,-2.005152941,-0.850979745,-1.464903831,7.125204086,0.596144855,153.0417633,106.0956802,21.92802429,35.7518425,15.86202908,7.373124123,8.37411499,8.693275452,8.889380455,8.602296829,9.023744583,10.36401558,7.959463596,0.742046416,0.570504963,0.354588181,0.346733153,0.368946314,0.397096872,0.455424041,0.508532465,0.516938269,0.292174965,0.299229711,0.46960777,0.21391369,0.032637168,3226.988486
78,Bobby_callingeko_1519,3.5,3,3.7,1519,callmate,M,1.5,-347.3204651,72.88082123,4.103478432,30.82271957,18.03561592,15.22863102,5.305188179,11.28910828,13.9488163,12.18663406,-1.831467748,-1.210164547,6.765726089,82.16788483,56.02430725,13.73380184,12.72066212,13.4884491,14.71082687,11.806777,17.0342865,12.71173477,16.43908882,15.58693123,11.91557217,17.71437073,0.699185729,0.656363785,0.591926157,0.617028594,0.671691477,0.663821816,0.609254539,0.598118782,0.543276012,0.552150667,0.608517647,0.653532207,0.101660156,0.024116764,2430.847087
79,Bobby_callingeko_1526,3.5,3,3.7,1526,callmate,M,1.5,-429.1448364,29.46302414,16.04208183,66.50495911,-2.327378273,5.933341026,20.91569901,-0.867431045,0.697506547,7.64991951,-4.238753796,-0.352828711,5.472580433,127.638855,89.10006714,32.25371933,40.95576477,17.54063416,11.57763004,13.38266468,6.638625145,6.548382759,7.34496069,5.829708099,8.743216515,5.392788887,0.244855329,0.176490754,0.154855639,0.170598477,0.178590819,0.172579855,0.163575709,0.346963912,0.899461627,0.628872216,0.323052287,0.35585171,0.183691406,0.042169191,2517.48292
80,Bobby_callingobservingneighbor_1355,2.5,2,2.7,1355,alertcall,M,1.5,-452.1665039,33.58378601,8.426695824,33.61340714,7.805467606,11.66012478,1.397735357,6.453942776,16.53394508,-7.922446251,-5.350516796,5.375824928,-3.339798927,136.8656464,90.4912262,19.59884644,34.60510635,13.11141396,10.42805195,14.97003269,11.44159985,11.5225029,15.84700871,10.29383183,14.86748505,13.86718273,0.660469055,0.611647308,0.556314826,0.54927814,0.469760448,0.3634758,0.350135416,0.389590889,0.343110293,0.352077156,0.447940946,0.562411189,0.228766741,0.027628951,3381.990338
81,Bobby_callingoutsidebirds_1526,3.5,3,3.7,1526,call,M,1.5,-454.5024109,6.376125813,9.753536224,68.65410614,-2.174255371,9.636333466,11.84411621,5.842393398,15.89521408,8.478031158,-19.49243164,15.98396683,0.315545827,140.9914856,97.56460571,24.33193207,36.90232086,19.87962723,7.519747257,16.44504929,10.09220695,6.676027775,9.444572449,14.22399139,12.31762981,5.567867756,0.7031793,0.438074589,0.313114762,0.246988446,0.220448241,0.239863023,0.26845929,0.30000478,0.335493624,0.345737487,0.520173192,0.816224456,0.216674805,0.043208331,3135.510547
82,Bobby_callmate_1314,3.5,3,3.7,1314,call,M,1.5,-470.3008118,29.52109528,45.77461243,33.46641541,-22.82056427,39.40752792,0.866177201,18.87665558,4.984720707,-7.322864056,14.93002033,-14.81208706,15.04950333,129.6341095,74.98387146,27.99040413,28.21838951,28.8030262,30.10712624,13.43004894,13.50836277,8.629020691,12.21063042,16.82700157,18.01498604,13.91767788,0.371486008,0.349722981,0.361102432,0.493817776,0.784430504,0.391367882,0.334569097,0.419567794,0.37715292,0.240696728,0.219006777,0.307044536,0.283569336,0.031900093,3717.679193
83,Bobby_callmate_1315,3.5,3,3.7,1315,call,M,1.5,-366.0432739,12.25357533,7.270142078,55.29298019,-12.60480404,14.14400101,8.703953743,3.626538038,-6.267828941,7.922194481,0.615291357,7.125009537,4.675821781,140.1750336,85.12435913,18.2834301,34.96617126,15.56693077,10.33769035,11.08976364,13.20397091,11.34392929,8.180887222,10.92255497,7.274865627,8.619305611,0.657807589,0.552479029,0.393703848,0.39001894,0.349434972,0.369656593,0.47745803,0.431942612,0.233542338,0.236992925,0.429020017,0.45646596,0.232411024,0.03912694,3441.29675
84,Bobby_callmate_1326,3.5,3,3.7,1326,call,M,1.5,-369.0650024,63.82307434,2.137593269,37.09827423,0.939330876,10.28068638,6.822595596,1.914618969,5.838623524,5.545503616,0.399631917,-0.25973925,6.759235859,127.3098068,88.40259552,26.31007195,28.70273781,20.40458679,8.494383812,13.63515472,13.82173729,9.43194294,9.880208969,14.43342304,4.285259724,7.094930172,0.608148634,0.548958957,0.497884274,0.437609583,0.426901668,0.472004116,0.541908026,0.516190052,0.502830863,0.546281099,0.712767065,0.651633441,0.167351691,0.029730938,3018.259608
85,Bobby_callmate_1339,3.5,3,3.7,1339,call,M,1.5,-368.6116638,-35.22535706,23.43953896,71.86206055,-7.560122967,14.13653374,-0.284454286,4.223404408,4.010959625,-2.730164051,-9.188200951,6.575064182,3.864474535,125.8057022,89.53151703,25.37779045,29.75772285,24.90945244,14.85375977,11.7609396,9.50084877,17.07045174,8.697695732,12.20674992,9.427248955,7.874879837,0.664882898,0.447588086,0.392159343,0.326987624,0.266462982,0.282411546,0.343103915,0.321204513,0.428720951,0.412880957,0.328102469,0.569320619,0.303888494,0.047396239,4197.408924
86,Bobby_callmate_1341,3.5,3,3.7,1341,call,M,1.5,-427.7054749,-3.325776339,9.246570587,65.28638458,-7.698456287,13.19090939,10.22875118,-10.92242908,-2.212912083,10.99656487,5.52104044,6.592669964,1.87097013,148.9010773,92.90337372,19.70991135,34.65404892,14.19361877,17.72997665,12.55336952,10.97002792,10.67201042,18.30083847,12.62194633,11.61228943,9.479679108,0.489659429,0.388834864,0.351040691,0.340117335,0.251065671,0.208434597,0.246695414,0.410842359,0.338441104,0.388861448,0.558244109,0.456067175,0.240625,0.033248473,3756.359617
87,Bobby_callmate_1349,3.5,3,3.7,1349,callmate,M,1.5,-326.2097168,52.79527283,7.803010464,43.09482193,6.287668228,28.98872757,2.770847559,-2.963969469,16.93734741,18.4351902,-5.506219864,-4.342455864,18.82228088,90.52732086,68.44337463,14.7009449,31.80606651,11.49341583,13.77051353,18.27894402,17.63883781,14.7559576,19.73356628,18.54564667,10.13027573,21.18250084,0.523219228,0.441126078,0.38918972,0.376524568,0.389328867,0.421051532,0.496656686,0.609952688,0.546080351,0.492291749,0.580802262,0.735455751,0.148093484,0.043048892,2661.981798
88,Bobby_callmate_1354,3.5,3,3.7,1354,callmate,M,1.5,-448.8672485,8.099036217,33.38656998,57.1748085,-14.39596272,13.39896011,11.82922173,5.462864399,0.987478077,14.63622952,2.288147926,-0.685206831,7.95383358,114.0364532,77.24364471,20.72966957,35.35836411,27.90999031,11.02131939,13.20569229,14.36191273,11.25650311,10.09367371,17.44338799,13.2230196,10.93117523,0.301956832,0.264651418,0.275681108,0.276952684,0.294796616,0.410204351,0.509328902,0.48431319,0.382177979,0.519937694,0.635577381,0.366600156,0.220963858,0.032372307,3552.66263
89,Bobby_callmate_1846,3.5,3,3.7,1846,callmate,M,1.5,-404.2610779,38.25346375,9.557079315,48.60180283,7.057384014,12.35548592,4.09842205,3.925386906,2.549857616,1.84487915,4.622057438,6.023302555,-2.989816427,120.6181641,96.09429169,23.20044136,52.06809998,16.33639336,14.83116341,7.04184866,8.950062752,10.57438946,10.43719196,10.9308939,7.956811905,10.47906685,0.517659724,0.428857177,0.419145077,0.349538654,0.376858771,0.483323127,0.367548406,0.333652556,0.596911192,0.61705178,0.415539265,0.475319505,0.197329038,0.026980661,3015.311361
90,Bobby_callmate_1857,3.5,3,3.7,1857,callmate,M,1.5,-448.360199,-14.11188793,34.42556763,79.19407654,-12.69785976,4.477938652,24.98338318,4.88369751,-8.444646835,35.60049057,-14.54368877,-7.481686592,14.95280457,107.6308899,69.02257538,28.78291321,28.00567818,34.54041672,13.6364193,15.35776329,18.76649666,20.10717773,22.52065086,18.41449928,31.7237606,17.33327484,0.511805236,0.179207459,0.105119817,0.11434184,0.098960184,0.125868812,0.350741595,0.387753785,0.287431628,0.373293638,0.406022966,0.527637661,0.28199986,0.048669834,3764.29104
91,Bobby_callmatetogowithhim_1344,4.25,4,4.35,1344,callmate,M,1.5,-347.8474121,38.91092682,19.97036362,41.83236313,13.72191334,12.64401722,9.328092575,0.246432886,10.62329388,15.60305405,11.58467007,-13.55637169,3.837531805,94.73219299,56.31661606,15.84338856,24.82209778,23.09855652,16.10048485,8.917778015,19.85375214,12.80352592,11.14906216,19.61095238,26.58306313,10.14418316,0.411610961,0.487276047,0.425986886,0.375231117,0.335138679,0.361446679,0.404010743,0.499659002,0.424468756,0.320168108,0.512352884,0.425331146,0.215662802,0.032515917,3475.836854
